summary_nr,report_id,event_date,age,sex,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,rel_insp_nr,event_type,occ_code,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,Category
221681604,950643,4/30/2023,79,F,Employee dies after collapsing due to unknown medical issue,"Department Store,Dizziness,Fall,Fall On Same Level,Medical Condition,Medical History,Office Area,Underlying Medical Condition,Unknown",,,,,,347610065,14,379.0,,,,,1,Falls
221559289,418400,4/29/2023,34,M,Employee is killed in fall from elevation,"Beam,Blunt force trauma,Fall,Fall From Elevation,Fall Protection,Frame,Lanyard,Lost Balance",D,3.0,,,A,346667728,5,7051.0,54.0,,60.0,60.0,1,Falls
221559214,950635,4/28/2023,20,M,Employee is killed when caught between piling rig and skid steer loader,"Blunt force trauma,Caught Between,Crushed,Head,Skid Steer loader",,,,,A,346667041,1,869.0,11.0,,,,1,Blunt Force/Struck By Objects
221559354,316400,4/28/2023,40,M,"One employee dies, two are injured when struck by falling tree","Abrasion,Back,CPR,Chest,Clearance,Contusion,Crushed,Crushing,Electrical Work,Falling Object,Fracture,Hemorrhage,Laceration,Lung,Misjudgment,Misjudgment of Hazardous Situation,Multi-employer Worksite,M",O,,,,C,346668478,1,7015.0,,,,,1,Falls
221559594,112000,4/28/2023,80,M,Employee is killed when pinned by truck door,"Brake,Building,Caught Between,Pinned,Truck,Vehicle In Gear",,,,,,346667231,2,804.0,,,,,1,Crushed/Caught Between
221559834,1032500,4/28/2023,59,M,Employee is killed when caught on material and pulled into lathe,"Abrasion,Adjust,Arm,Caught By,Contusion,Electric Motor,Engine Lathe,Fracture,Head,Laceration,Lack of Engineering Controls,Lathe,Machine Guarding,Machine operator,Mechanic,Metal,Neck,Pulled In,Repair,R",,,,,,346668171,2,549.0,,,,,1,Other
221560238,626300,4/28/2023,63,M,"Employee falls from roof, later dies","Blunt force,Blunt force trauma,Carry,Extension Ladder,Fall,Fall From Elevation,Maintenance,Plumbing,Pump,Roof",,,,,,346676182,5,,,,,,1,Falls
221560568,626000,4/28/2023,36,M,Employee is killed when crushed by falling heavy box off trailer,"Abdomen,Arm,Caught Between,Crushed,Falling Object,Material Handling,Multi-employer Worksite,Multiemployer,Trailer,Truck Driver,Unstable Load,Unstable Position",,,,,,346678865,2,7056.0,,,,,1,Falls
221560998,454510,4/28/2023,47,M,Employee is killed in fall from elevation,"Concrete,Fall,Fall From Elevation,Framing,Guardrail,Head,Impaled",,,,,,346683055,5,999.0,,,,,1,Falls
221558901,355123,4/27/2023,42,M,Employee dies from apparent cardiac arrest,"Cardiac Arrest,Cardiovasc Disease,Cardiovasc System,Heart,Heart Attack,Medical Condition,Medical History,Truck Driver,Underlying Medical Condition,Unresponsive",,,,,,346664204,12,7056.0,,,,,1,Vehicle Accidents
221559180,936300,4/27/2023,60,M,"Employee dies of unknown causes, is found unresponsive in car","Break,Illness,Motor Vehicle,Unresponsive",,,,,,346666860,14,229.0,,,,,1,Vehicle Accidents
221559826,950631,4/27/2023,61,M,Employee is killed when struck in head by falling load,"CPR,Falling Object,Forklift,Head,Injury Illness Prevention Program,Iron Worker,Material Handling,Metal,Misjudgment,Misjudgment of Hazardous Situation,Panel,Powered Industrial Vehicle,Rigging,Steel,Str",,,,,,346664931,1,7051.0,,,,,1,Falls
221560592,453730,4/27/2023,28,M,Employee is killed in forklift accident,"Caught Between,Crushed,Fall,Fall From Elevation,Forklift,Forks",,,,,,346678949,6,999.0,,,,,1,Falls
221562143,1055360,4/27/2023,60,M,Employee dies in fall from roof,"Construction,Fall,Fall From Elevation,Lost Balance,Rafter,Roof,Tank",,,,,,346675846,5,999.0,,,,,1,Falls
221564008,950621,4/27/2023,78,M,Employee dies of natural causes,"Cardiac Arrest,Chest pain,Medical Condition,Natural Causes,Shortness of breath",,,,,,346706492,12,,,,,,1,Medical Events
221558554,215600,4/26/2023,36,M,Employee is killed when run over by vehicle,"Blunt force trauma,Crushed,Highway,Highway work zone,Motor Vehicle,Run Over,Torso,Traffic Accident",I,,0.0,,C,346660483,14,7028.0,51.0,,,,1,Blunt Force/Struck By Objects
221558687,317500,4/26/2023,60,M,Employee dies from head injuries after thrown from ladder,"Adjust,Blunt force,Blunt force trauma,Defect,Defective,Defective Equipment,Fall,Fall From Elevation,Fall Protection,Flying Object,Fracture,Head,Ladder,Lockout,Lockout/Tagout,Malfunction,Mechanic,Rock,",,,,,,346661275,5,516.0,,,,,1,Falls
221558778,627100,4/26/2023,62,M,Employee dies from head injuries after collapse and fall,"Bakery Rack,Blunt force,Blunt force trauma,Brain,Concrete Floor,Conveyor,Fainted,Fall,Fall From Elevation,Food processing,Head,Inspecting,Inspection,Lost consciousness,Removing,Step Stool,Traumatic Br",,,,,,346662638,4,,,,,,1,Falls
221558844,453720,4/26/2023,46,M,Employee is killed in fall from roof,"Asphalt,Blunt force trauma,Cleaning,Debris,Fall,Fall From Elevation,Head,Roof",,,,,,346659303,5,999.0,,,,,1,Falls
221561467,728900,4/26/2023,36,M,Employee is killed in fall from scaffold,"Arm,Fall,Fall From Elevation,Fracture,Head,Installing,Ladder,Scaffold,Window",A,,25.0,,B,346664881,5,869.0,22.0,,25.0,25.0,1,Falls
221570286,950644,4/26/2023,58,M,Employee is killed in fall from forklift,"Concrete,Fall,Fall From Elevation,Forklift,Forks,Lost Balance,Storage Rack",,,,,,346756885,5,0.0,,,,,1,Falls
221558281,625400,4/25/2023,67,M,"Employee dies after collapsing at work, experiences stroke","CPR,Cardiovasc Disease,Cardiovasc System,Lost consciousness,Stroke",,,,,,346658198,14,365.0,,,,,1,Other
221558646,552652,4/25/2023,57,M,Employee dies of head injuries while inflating tire that burst,"Blowout--Tire,Compressed Air,Explosion,Flying Object,Head,High Pressure,Inflating,Lack of Engineering Controls,Machine Guarding,Malfunction,Mechanic,Struck By,Tire,Unstable Position",,,,,,346658032,1,505.0,,,,,1,Blunt Force/Struck By Objects
221558869,552700,4/25/2023,50,M,Employee is killed in fall from roof,"Fall,Fall From Elevation,Fall Protection,Head,Roof,Roof Decking",,,,,,346663297,5,999.0,,,,,1,Falls
221559156,728900,4/25/2023,42,M,Employee contacts power line and dies when electrocuted,"Cable,Cable Tv Work,Electric Shock,Electrical Wire,Electrocuted,Hand,Head,Installing,Laceration,Lack of Engineering Controls,Ladder,Leg,Line Clearance,Misjudgment,Misjudgment of Hazardous Situation,Ov",,,,,,346666415,13,523.0,,,,,1,Falls
221601776,521700,4/25/2023,25,M,"One employee is killed, one is injured during explosion","Agitator,Blunt force trauma,Explosion,Leg,Struck By,Tank",D,,,,D,346657216,1,,46.0,,,,1,Blunt Force/Struck By Objects
221557903,950633,4/24/2023,61,M,Employee dies of possible heart attack,"Chest pain,Heart Attack,Substation",,,,,,346655376,12,783.0,,,,,1,Medical Events
221557937,552652,4/24/2023,35,M,Employee dies of blunt force trauma to chest,"Blunt force trauma,Bucket Truck,CPR,Chest,Rigging,Skid Steer loader,Struck By",,,,,,346655434,1,889.0,,,,,1,Blunt Force/Struck By Objects
221557960,552652,4/24/2023,23,M,Employee sustains crushing injuries when caught in conveyor,"Back,Belt Conveyor,Chest,Conveyor,Crushed,Head,Insufficient Supervision,Lack of Engineering Controls,Mold,Pinch Point,Sheared,Torch,Torso",,,,,,346655749,2,,,,,,1,Crushed/Caught Between
221558133,627100,4/24/2023,58,M,Employee is killed when run over by logging vehicle,"Abdomen,Abrasion,Arm,Backing Up,Contusion,Crushed,Fracture,Head,Laceration,Lack of Engineering Controls,Lack of Work Procedures,Leg,Logging,Misjudgment,Misjudgment of Hazardous Situation,Motor Vehicle",,,,,,346657059,1,496.0,,,,,1,Crushed/Caught Between
221558158,454716,4/24/2023,20,M,Employee is killed in skid steer rollover,"Internal Injuries,Retaining Wall,Roll-Over,Skid Steer loader",H,2.0,,,A,346655368,14,853.0,46.0,,,,1,Other
221558323,418800,4/24/2023,55,M,Employee dies from internal injuries after fall from mast,"Abdomen,Boat,Cardiovasc System,Climbing,Concussion,Defective Equipment,Dislocated,Fall,Fall From Elevation,Fall Protection,Fracture,Head,Hoisting Mechanism,Internal Bleeding,Internal Injuries,Lacerati",,,,,,346658263,5,829.0,,,,,1,Falls
221558992,418400,4/24/2023,22,M,Employee is killed when struck by breaker bar,"Face,Flatbed Truck,Forklift,Load Binder,Metal fence,Neck,Struck By",,,,,,346665375,12,,,,,,1,Blunt Force/Struck By Objects
221570351,1054113,4/24/2023,78,M,Employee is killed in fall off ladder,"Concrete,Fall,Fall From Elevation,Head,Ladder",,,,,,346695877,5,437.0,,,,,1,Falls
221558356,626600,4/23/2023,42,M,Employee is killed in fall from tree while cutting branch,"Blunt force,Blunt force trauma,Cutting,Fall,Fall From Elevation,Fall Protection,Fracture,Harness,Internal Injuries,Landscaping,Lung,Misjudgment,Misjudgment of Hazardous Situation,Struck By,Tree Sectio",,,,,,346658701,5,,,,,,1,Falls
221598865,355116,4/23/2023,54,M,Employee is killed when struck by falling object,"Fall,Falling Object,Fracture,Head,Laceration,Stocking,Storage Rack,Struck By",,,,,,346654338,6,,,,,,1,Falls
221557226,355114,4/22/2023,53,M,Employee dies of natural causes,"Cardiovasc Disease,Natural Causes,Unresponsive",,,,,,346650799,14,265.0,,,,,1,Medical Events
221557606,1032500,4/22/2023,57,M,Employee is killed when shot with nail gun,"Chest,Ladder,Nail,Nail gun,Puncture Wound",B,2.0,,,A,346653694,1,595.0,14.0,,4.0,4.0,1,Falls
221557713,524200,4/22/2023,45,M,Employee is killed when struck by motor vehicle,"Barricade,Barrier Guard,Construction,Motor Vehicle,Operator,Road,Struck By,Sweeper,Traffic Accident,Work zone",I,,,,E,346654130,1,7019.0,34.0,,,,1,Blunt Force/Struck By Objects
221557879,950621,4/22/2023,51,M,Employee is found dead in truck,"Cardiovasc Disease,Dehydration,Truck Driver",,,,,,346655053,14,804.0,,,,,1,Vehicle Accidents
221557408,1032300,4/21/2023,22,M,Employee is killed during explosion,"Brain,Burn,Drum,Explosion,Face,Fire,Flying Object,Hydraulic Fluid,Leg,Struck By,Welding",,,,,,346651656,1,829.0,,,,,1,Blunt Force/Struck By Objects
221557432,355114,4/21/2023,37,M,Employee dies of natural causes,"Garbage Truck,Natural Causes,Unconsciousness",,,,,,346651904,14,,,,,,1,Vehicle Accidents
221558026,454510,4/21/2023,37,M,Employee is killed when trapped in tire building machine,"Asphyxiated,Automatic Machine,Bladder,CPR,Caught In,Compressed By,Crushed,Drum,Emergency Response,Emergency Stop,Foot Control,Foot pedal,Lockout,Lockout/Tagout,Machine Guarding,Machine operator,Pinned",,,,,,346656077,2,999.0,,,,,1,Crushed/Caught Between
221558505,636900,4/21/2023,31,M,Employee dies when shot by tenant in leasing office,"Assault,Firearm,Flying Object,Gunshot,Maintenance,Projectile,Shot,Struck By,Workplace Violence",,,,,,346660103,1,519.0,,,,,1,Blunt Force/Struck By Objects
221556608,317900,4/20/2023,37,M,Employee is killed when caught between body and frame of UTV,"Asphyxiated,Caught Between,Vehicle",,,,,,346646235,2,16.0,,,,,1,Crushed/Caught Between
221556939,215800,4/20/2023,59,M,Employee is killed in trench collapse,"Collapse,Excavator,Pinned,Pipe,Struck By,Trapped,Trench",A,1.0,,,A,346649064,1,7010.0,11.0,,,,1,Blunt Force/Struck By Objects
221557168,625400,4/20/2023,40,M,Employee is killed in tractor accident,"Abdomen,Riding on Equipment,Tractor",,,,,,346650294,2,7025.0,,,,,1,Other
221557473,355114,4/20/2023,63,M,Employee dies of natural causes,"Chest pain,Grocery Store,Natural Causes",,,,,,346652076,14,438.0,,,,,1,Medical Events
221557770,522500,4/20/2023,24,M,Employee is killed when shot by robber,"Gunshot,Robbery,Workplace Violence",,,,,,346654312,14,0.0,,,,,1,Violence
221563158,454713,4/20/2023,47,M,Employee is killed in motorcycle crash,"Head,Motorcycle",,,,,,346684574,14,887.0,,,,,1,Other
221556327,214200,4/19/2023,43,M,Employee is killed in fall from roof,"Backing Up,Blunt force trauma,Fall,Fall From Elevation,Head,Roof,Torso",C,5.0,,,A,346644438,5,7010.0,24.0,,36.0,36.0,1,Falls
221556962,626300,4/19/2023,42,M,Employee is killed when struck by excavator bucket,"Bucket,Concrete Block,Excavator,Retaining Wall,Sling,Struck By",A,,,,A,346649205,1,,,,,,1,Blunt Force/Struck By Objects
221557242,418200,4/19/2023,62,M,Employee is killed when crushed between forklift and warehouse racking,"Crushed,Forklift,Storage Rack",,,,,,346650922,6,883.0,,,,,1,Crushed/Caught Between
221572688,950621,4/19/2023,19,F,Employee is killed due to fentanyl overdose,"Drug Overdose,Unresponsive",,,,,,346662828,9,867.0,,,,,1,Other
221596216,950411,4/19/2023,31,M,Employee is killed in fall down dry well hole,"Chain,Fall,Fall From Elevation,Well",C,1.0,,,A,346857626,5,869.0,70.0,,100.0,,1,Falls
221555832,355114,4/18/2023,68,M,Employee dies and is found unresponsive,"Diabetes,Natural Causes,Repair,Roof,Unresponsive",A,2.0,,,C,346641921,14,0.0,43.0,,,,1,Falls
221556004,626600,4/18/2023,31,M,Employee is killed when caught in drill press,"Bleeding,Caught In,Drill Press,Face,Hair,Head,Machine Guarding,Operating,Pulled In,Unguarded",,,,,,346642556,2,779.0,,,,,1,Other
221556392,215000,4/18/2023,59,M,Employee is killed in structural garage collapse,"Collapse,Concrete,Structural Collapse",,,,,,346645286,2,813.0,,,,,1,Crushed/Caught Between
221556475,950614,4/18/2023,26,M,Employee is killed when shot by shoplifter,"Gun,Gunfire,Gunshot,Workplace Violence",,,,,,346645476,14,0.0,,,,,1,Violence
221556566,627100,4/18/2023,78,F,Employee is killed in fall from stage and hits head on table,"Abrasion,Arm,Fall,Fall From Elevation,Head,Laceration,Tripped",,,,,,346645880,14,,,,,,1,Falls
221557697,552652,4/18/2023,19,M,Employee is killed when struck by excavator,"Bucket,Excavator,Head,Struck By",,,,,,346654106,2,889.0,,,,,1,Blunt Force/Struck By Objects
221555584,551800,4/17/2023,66,M,Employee is killed in fall down stairs,"Blunt force trauma,Fall,Stair",,,,,,346639628,5,805.0,,,,,1,Falls
221555840,728900,4/17/2023,49,M,"One is killed, one is injured in explosion","Agitator,Bolt,Explosion,Fall,Fall From Elevation,Grinder,Ignite,Repair,Spark,Tank",,,,,,346642077,5,,,,,,1,Falls
221555915,636900,4/17/2023,55,M,Employee is killed when crushed by aerial lift,"Aerial Lift,Blunt force trauma,Caught Between,Crushed,Head,Highway Shoulder,Loading,Pinned,Tips Over,Trailer",,,,,,346642390,1,,,,,,1,Blunt Force/Struck By Objects
221556467,751910,4/17/2023,52,M,Employee is killed when struck by motor vehicle,"Blunt force trauma,Bus,CPR,Head,Motor Vehicle,Struck By,Tow Truck,Traffic Accident",,,,,,346642192,1,849.0,,,,,1,Blunt Force/Struck By Objects
221556749,216000,4/17/2023,67,M,Employee is killed due to head trauma,"Blunt force trauma,Concrete,Fall,Fall On Same Level,Head,Struck Against",,,,,,346646532,14,,,,,,1,Falls
221561145,625700,4/17/2023,53,M,Employee dies of heart attack,"Battery,Electric Shock,Heart Attack",J,,,,C,346676349,12,7010.0,70.0,,,,1,Medical Events
221556715,420300,4/16/2023,54,M,Employee collapses and later dies,"Fall,Fall On Same Level,Fracture,Skull",,,,,,346646870,4,7020.0,,,,,1,Falls
221572902,452110,4/16/2023,42,M,Employee dies from traffic accident,"Motor Vehicle,Struck By,Traffic Accident",,,,,,346776131,1,999.0,,,,,1,Blunt Force/Struck By Objects
221555089,625500,4/15/2023,52,M,"One employee is killed, one is injured when struck by steel","Blunt force trauma,Falling Object,Load Shift,Metal Pipe,Pipe,Struck By",P,,,,A,346636541,1,869.0,52.0,,,,1,Falls
221555212,626300,4/15/2023,54,M,Employee dies of asphyxiation,"Asphyxiated,Caught Between,Front End Loader,Pinned,Sensor",,,,,,346637523,1,,,,,,1,Crushed/Caught Between
221555634,418200,4/15/2023,61,M,Employee is killed when struck by falling branch,"Chest,Crushed,Falling Object,Kidney,Puncture Wound,Rib,Spleen,Struck By,Tree Limb,Tree Section",,,,,,346639792,1,889.0,,,,,1,Falls
221555691,552652,4/15/2023,44,M,Employee dies of natural causes,"Asthma,Natural Causes,Production Line,Robot,Robotics,Smoking,Welding",,,,,,346640337,14,,,,,,1,Medical Events
221556368,213100,4/15/2023,41,F,Employee with COVID-19 infection dies,Infectious Disease,,,,,,346639750,12,95.0,,,,,1,Other
221556632,729300,4/15/2023,32,F,Employee is killed when strikes head against sink,"Blunt force trauma,Fall,Fall On Same Level,Head,Struck Against,Unresponsive",,,,,,346646276,4,439.0,,,,,1,Falls
221557515,1050210,4/15/2023,23,M,Employee is killed when slips and strikes pipe,"Fracture,Pipe,Skull,Slip,Slippery Surface,Struck Against",M,,0.0,,B,346652209,6,0.0,70.0,,0.0,0.0,1,Blunt Force/Struck By Objects
221560741,626000,4/15/2023,62,M,"Employee experiences seizure, later dies due to meningitis","Illness,Infection,Infectious Disease,Loss of consciousness,Medical Condition,Nerve damage,Seizure,Training,Unconsciousness",,,,,,346680408,14,423.0,,,,,1,Medical Events
221562267,751910,4/15/2023,54,M,Employee is killed after falling off ladder,"Concrete,Concussion,Cut,Drum,Fall,Head,Ladder,Slid,Unconsciousness,Welding",,,,,,346693302,5,,,,,,1,Falls
221554900,626700,4/14/2023,28,M,Employee is electrocuted and killed,"Electrocuted,Fall,Fall From Elevation,Ladder,Lighting Fixture,Troubleshooting,Unguarded Live Parts",C,1.0,,,A,346634983,13,,25.0,,,,1,Falls
221554983,524700,4/14/2023,45,M,"Employee is crushed in blanker machine, resulting in fatality","Actuated,Caught In,Clearing,Conveyor,Crushed,Head,Hydraulic,Jammed,Neck,Pinch Point,Pneumatic",,,,,,346635402,2,725.0,,,,,1,Crushed/Caught Between
221555097,214700,4/14/2023,27,M,Employee is killed in fall through roof,"Fall,Fall From Elevation,Fracture,Installing,Metal Decking,Roof,Skull",C,,,,C,346636640,5,595.0,43.0,,18.0,18.0,1,Falls
221555204,317700,4/14/2023,44,M,Employee is killed when struck by falling pipe,"Chest,Crushed,Falling Object,Metal Pipe,Struck By",,,,,,346637440,1,7056.0,,,,,1,Falls
221555337,625700,4/14/2023,40,M,Employee is crushed by skidder tire,"Bolt,Crushed,Skidder,Struck By,Tire",,,,,,346638257,2,,,,,,1,Blunt Force/Struck By Objects
221555592,950647,4/14/2023,72,M,Employee is killed in tractor roll over,"Operating,Roll-Over,Slope,Tractor",,,,,,346639677,14,856.0,,,,,1,Other
221557002,950624,4/14/2023,33,F,Employee dies of natural causes,"CPR,Natural Causes,Unresponsive",,,,,,346648934,12,488.0,,,,,1,Medical Events
221558182,627700,4/14/2023,23,M,Employee is killed when stuck in chest by flying plug,"Chest,Flying Object,Heat Exchanger,High Pressure,Impaled,Lack of Engineering Controls,Puncture,Puncture Wound,Sheet Metal,Struck By",,,,,,346639735,1,,,,,,1,Blunt Force/Struck By Objects
221558455,454510,4/14/2023,24,M,Employee is killed when caught in hopper,"Caught In,Chain,Cleaning,Foot,Hopper,Slip,Slippery Surface",,,,,,346652837,2,999.0,,,,,1,Construction/Material Handling
221560659,454711,4/14/2023,55,M,Employee is killed in fall through skylight,"Aerial Lift,Concrete,Fall,Fall From Elevation,Laborer,Roof,Skylight",C,2.0,,,B,346680358,5,869.0,22.0,,26.0,26.0,1,Falls
221554850,524530,4/13/2023,60,M,Employee is killed when struck by abrasive wheel,"Abrasive Wheel,Auger,Cutting,Face,Fracture,Front End Loader,Grinder,Laceration,Mouth,Sander,Struck By",,,,,,346634819,1,475.0,,,,,1,Blunt Force/Struck By Objects
221555063,418100,4/13/2023,56,M,Employee is killed when dirt compactor overturns,"Brick,Demolition,Operating,Overturn",A,,,,B,346636491,2,7020.0,46.0,,,,1,Other
221555071,134000,4/13/2023,43,M,Employee dies of heart attack,"HVAC,Heart Attack,Installing",,,,,,346636269,14,,,,,,1,Medical Events
221555360,454510,4/13/2023,57,M,Employee is killed due to asphyxiation,"Asphyxiated,Caught Between,Fall Protection,Maintenance,Pinned,Pipe,Press,Unresponsive",,,,,,346638497,2,999.0,,,,,1,Falls
221555709,214500,4/13/2023,72,M,"Employee collapses while moving pallets, resulting in fatality","Bale,Natural Causes,Pallet",,,,,,346640485,14,877.0,,,,,1,Medical Events
221592165,830500,4/13/2023,44,M,Employee is killed in fall from elevation,"Fall,Fall From Elevation,Waterproofing",B,11.0,,,A,346636897,5,7010.0,15.0,,100.0,100.0,1,Falls
221554298,355112,4/12/2023,30,M,"Forklift falls on top of operator, resulting in fatality","Backing Up,Flatbed Truck,Forklift,Pallet,Pinned,Slip",,,,,,346629140,2,889.0,,,,,1,Crushed/Caught Between
221554538,452110,4/12/2023,39,F,Employee is killed when struck by object,Struck By,,,,,,346632128,1,999.0,,,,,1,Blunt Force/Struck By Objects
221554637,316400,4/12/2023,36,M,Employee is killed in fall through roof,"Blunt force trauma,Column,Fall,Fall From Elevation,Fall Protection,Head,Installing,Insulation,Roof,Struck Against",C,,,,A,346633225,6,,43.0,,10.0,27.0,1,Falls
221554868,626600,4/12/2023,65,M,Employee is killed in fall from elevation,"Blunt force trauma,Fall,Fall From Elevation,Head,Installing,Tripped,Walking Backward",C,,,,A,346634835,5,,24.0,,29.0,29.0,1,Falls
221554884,420600,4/12/2023,51,M,Employee is killed in fall from balcony,"Fall,Fall From Elevation,Guardrail,Handrail,Roof",B,3.0,,,B,346634686,5,,,,33.0,33.0,1,Falls
221555139,253410,4/12/2023,62,M,Employee dies of cardiac arrest at home,"Cardiac Arrest,Fire Fighter",,,,,,346636848,12,417.0,,,,,1,Medical Events
221555378,452110,4/12/2023,74,M,Employee is killed when struck by motor vehicle,"Motor Vehicle,Struck By,Traffic Accident",,,,,,346638554,1,999.0,,,,,1,Blunt Force/Struck By Objects
221563083,215000,4/12/2023,56,M,Employee is killed in fall from top of stair rail,"Blunt force trauma,Concrete,Fall,Fall From Elevation,Head,Scaffold",B,,7.0,,C,346637705,5,7010.0,12.0,,3.0,7.0,1,Falls
221553746,420600,4/11/2023,47,M,Employee is killed when struck by stone slab,"Crushed,Forklift,Struck By",,,,,,346624646,6,715.0,,,,,1,Blunt Force/Struck By Objects
221554041,950647,4/11/2023,52,M,Employee is killed due to blunt force injuries,"Blunt force trauma,Operating,Tractor",,,,,,346627128,14,479.0,,,,,1,Blunt Force/Struck By Objects
221554256,524500,4/11/2023,66,M,Employee is killed in locomotive incident,"Blunt force trauma,Broken Bone,Chest,Crushed,Flatbed Rail Car,Heart,Laceration,Locomotive,Operator,Rib",,,,,,346628977,6,823.0,,,,,1,Blunt Force/Struck By Objects
221554785,418400,4/11/2023,59,M,Employee is killed when engulfed by corn,"Corn,Engulfed,Grain Bin,Grain Elevator,Suffocated",,,,,,346634124,14,889.0,,,,,1,Other
221554967,950621,4/11/2023,33,M,Employee is killed due to carbon monoxide poisoning,"Carbon Monoxide,Gas,Residential Construction",A,,,,C,346635345,12,759.0,31.0,,,,2,Construction/Material Handling
221555493,552652,4/11/2023,63,M,Employee dies from blastomycosis when exposed to mold and fungal spores,"Inhalation,Mold",,,,,,346639347,8,0.0,,,,,1,Other
221556384,830600,4/11/2023,53,M,Employee is killed in fall through skylight,"Fall,Fall From Elevation,Roof,Skylight",H,,9.0,,C,346645088,5,7010.0,70.0,,,,1,Falls
221556624,214500,4/11/2023,61,M,Employee is killed when run over by cement truck,"Blunt force trauma,Cement truck,Fall,Fall On Same Level,Hip,Jump On Moving Equip,Leg,Run Over,Slip,Struck By",,,,,,346646367,1,,,,,,1,Falls
221553704,524500,4/10/2023,55,M,Employee sustains fatal burns while removing pipe joint with pliers,"Acetylene Torch,Air Conditioner,Airport,Burn,Fire,Maintenance",,,,,,346624257,14,585.0,,,,,1,Fire/Explosion
221553837,625500,4/10/2023,38,M,Employee is electricuted while operatng truck sand line controls,"Electrocuted,Lost consciousness,Overhead Power Line",,,,,,346625007,13,,,,,,1,Electrocution/Shock
221553993,627700,4/10/2023,48,M,Employee is killed in trench collapse,"Collapse,Sewer,Trench",A,,12.0,,C,346626286,2,7039.0,52.0,,,,1,Crushed/Caught Between
221554090,551800,4/10/2023,65,M,Employee is killed in tree trimming incident,"Blunt force trauma,Chain Saw,Falling Object,Heart Attack,Ladder,Tree Care,Tree Felling,Tree Limb",,,,,,346627094,5,7010.0,,,,,1,Falls
221554132,854910,4/10/2023,49,M,Employee is killed in fall from roof,"Fall,Fall From Elevation,Head,Roof",,,,,,346626153,5,595.0,,,,,1,Falls
221554934,551800,4/10/2023,61,M,Employee is killed when struck by angle iron,"Blunt force trauma,Head,Prison,Struck By,Workplace Violence",,,,,,346635113,1,7031.0,,,,,1,Blunt Force/Struck By Objects
221557176,453710,4/10/2023,47,M,Employee dies of brain bleed,"Brain Bleed,Fracture,Skull",,,,,,346650336,14,999.0,,,,,1,Other
221563364,951510,4/10/2023,74,M,Employee dies of carbon monoxide poisoning,"Brick,Carbon Monoxide,Paint,Pressure Wash,Unconsciousness",H,,0.0,,B,346627797,8,16.0,31.0,,,,1,Other
221577638,950647,4/9/2023,62,M,Employee with COVID-19 infection dies,Infectious Disease,,,,,,346810419,14,174.0,,,,,1,Other
221553449,950633,4/8/2023,68,M,Employee dies of natural causes,"Natural Causes,Unresponsive",,,,,,346622251,14,426.0,,,,,1,Medical Events
221555733,950633,4/8/2023,57,M,Employee dies of heart attack,"Heart Attack,Truck,Truck Driver,Unresponsive",,,,,,346640659,14,7056.0,,,,,1,Vehicle Accidents
221553100,215000,4/7/2023,54,M,Employee falls approximately four stories and dies,"Blunt force trauma,Fall,Fall From Elevation,Ladder,Window,Window Washer",,,,,,346620867,5,453.0,,,,,1,Falls
221553134,522000,4/7/2023,37,M,Employee is killed when struck by vehicle,"Highway Shoulder,Motor Vehicle,Struck By,Traffic Accident",,,,,,346620941,1,,,,,,1,Blunt Force/Struck By Objects
221554009,355114,4/7/2023,65,M,Employee dies of heart attack,Heart Attack,,,,,,346620974,12,,,,,,1,Medical Events
221556186,950621,4/7/2023,65,M,Employee dies of natural causes,"Driving,Natural Causes,Truck Driver",,,,,,346643489,8,,,,,,1,Vehicle Accidents
221557598,1055360,4/7/2023,36,M,Employee is found unresponsive,"Hydraulic Line,Unresponsive,Working Alone",,,,,,346632441,14,999.0,,,,,1,Other
221560832,950635,4/7/2023,45,M,"Employee is injured when struck by DWI driver, later dies","Alcohol,Automobile,Driver,Dwi,Fracture,Laceration,Motor Vehicle,On-Demand Taxicab Service,Road,Struck By",,,,,,346674344,1,809.0,,,,,1,Blunt Force/Struck By Objects
221561483,636900,4/7/2023,19,M,"Employee is killed when run over, crushed by loader tires","Agriculture,Agriculture Machinery/Vehicle,Back,Bucket,Chest,Crushed,Distracted,Farm,Farm Machinery,Farm worker,Fracture,Front End Loader,Insufficient Supervision,Lack of Engineering Controls,Leg,Load",,,,,,346627367,1,479.0,,,,,1,Crushed/Caught Between
221552599,317700,4/6/2023,19,M,Employee is killed when struck by tree limb,"Blunt force trauma,Struck By,Traumatic Brain Injury,Tree Care,Tree Felling,Tree Limb",,,,,,346616147,1,,,,,,1,Blunt Force/Struck By Objects
221552938,522500,4/6/2023,62,M,"Employee falls from bucket, later dies","Bucket,Excavator,Fall,Fall From Elevation,Installing,Tree Limb,Vertebra",B,,,,A,346619257,5,,52.0,,10.0,10.0,1,Falls
221552961,830500,4/6/2023,27,M,Employee is killed when struck by motor vehicle,"Cart,Motor Vehicle,Struck By",,,,,,346619760,1,,,,,,1,Blunt Force/Struck By Objects
221553142,950624,4/6/2023,31,M,Employee is killed when struck by automobile,"Motor Vehicle,Struck By,Traffic Accident",I,,,,C,346619927,1,869.0,42.0,,,,1,Blunt Force/Struck By Objects
